Docket ID,Docket Title,Agency,Docket Type,Petition Number,RIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPA-HQ-OW-2018-0149,Revised Definition of “Waters of the United States” ,EPA,Rulemaking,N/A,2040-AF75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document Title,Document Type,Attachment Count,Submitter Last Name,Submitter First Name,Organization,Document ID,Posted Date,Received Date,Comment Start Date,Comment Due Date,Implementation Date,Effective Date,Related RINs,Document SubType,Subject,Abstract,Status,Source Citation,OMB Approval Number,FR Citation,Federal Register Number,Start End Page,Special Instructions,Legacy ID,Post Mark Date,File Type,Number Of Pages,Paper Width,Paper Length,Exhibit Type,Exhibit Location,Document Field_1,Document Field_2,Document Detail,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-6966,5/1/19,3/7/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/7/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6966,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0496,3/1/19,2/27/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2/27/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0496,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-1836,3/19/19,3/14/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1836,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3046,4/5/19,3/31/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/31/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3046,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5839,4/29/19,3/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5839,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0528,3/4/19,2/28/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2/28/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0528,,,
Comment submitted by M. Maddox,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8758,5/4/19,4/14/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8758,,,
Comment submitted by V. A. Sanchez,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-6894,4/29/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6894,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-1184,3/14/19,3/10/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/10/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1184,,,
Comment submitted by J. Agee,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10505,5/8/19,3/22/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/22/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10505,,,
"Comment submitted by Michael Riley ,Ozark Council NLC Representative",PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-9451,5/7/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9451,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-1944,3/25/19,3/14/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1944,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5843,4/29/19,3/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5843,,,
Comment submitted by S. Berbaum,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0113,2/21/19,2/14/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0113,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8623,5/4/19,4/14/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8623,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5671,4/29/19,3/2/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/2/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5671,,,
Comment submitted by C. Robins,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8825,5/4/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8825,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-1514,3/19/19,3/10/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/10/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1514,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3875,4/15/19,4/8/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/8/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3875,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-7200,5/1/19,4/1/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/1/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7200,,,
Comment submitted by S. Waterhouse,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3238,4/9/19,4/1/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/1/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3238,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-7260,5/1/19,4/10/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/10/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7260,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0334,2/25/19,2/19/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2/19/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0334,,,
Comment submitted by P. Catala,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-6121,4/29/19,3/25/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/25/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6121,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-7205,5/1/19,4/1/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/1/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7205,,,
Comment submitted by J. Burk,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-1037,3/14/19,3/7/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/7/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1037,,,
Comment submitted by H. Pieper,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5631,4/29/19,2/25/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2/25/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5631,,,
Comment submitted by L. Fay,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10554,5/8/19,3/13/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/13/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10554,,,
Comment submitted by R. Weissler,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-11183,5/13/19,4/11/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/11/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-11183,,,
Comment submitted by T. Shistar,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-6967,5/1/19,3/7/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/7/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6967,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-2888,4/4/19,3/18/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/18/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2888,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3034,4/5/19,3/31/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/31/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3034,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-2141,3/25/19,3/16/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/16/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2141,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-1355,3/18/19,3/11/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/11/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1355,,,
Comment submitted by E. Mason,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3731,4/15/19,4/6/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/6/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3731,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5746,4/29/19,3/14/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5746,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0267,2/22/19,2/20/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2/20/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0267,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-1464,3/18/19,3/12/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/12/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1464,,,
Comment submitted by Mary T. McClelland & family,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-7331,5/1/19,4/11/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/11/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7331,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0232,2/22/19,2/18/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2/18/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0232,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-2431,3/27/19,3/19/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/19/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2431,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-2412,3/27/19,3/18/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/18/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2412,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-1510,3/19/19,3/10/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/10/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1510,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-6608,4/29/19,4/11/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/11/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6608,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0425,2/26/19,2/24/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2/24/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0425,,,
Comment submitted by A. Loebl,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-7123,5/1/19,3/17/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/17/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7123,,,
Comment submitted by J. Capron,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-9543,5/7/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9543,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3435,4/9/19,4/4/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/4/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3435,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10755,5/9/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10755,,,
Comment submitted by N. Horton,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-11259,5/13/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-11259,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0955,3/13/19,3/7/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/7/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0955,,,
Comment submitted by S. Kroll,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10106,5/8/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10106,,,
Comment submitted by H. Iverson,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0758,3/8/19,3/7/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/7/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0758,,,
Comment submitted by M. Bergmann,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10473,5/8/19,3/23/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/23/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10473,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-9415,5/7/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9415,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3970,4/15/19,4/9/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/9/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3970,,,
Comment on submitted by M. Headrick,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5743,4/29/19,3/14/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5743,,,
Comment submitted by  M. Ullrich,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-9196,5/7/19,4/13/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/13/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9196,,,
Comment submitted by S. Smith,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-6767,4/29/19,4/11/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/11/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6767,,,
Comment submitted by G. Smeller,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0213,2/22/19,2/17/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2/17/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0213,,,
Comment submitted by D. Kline,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10524,5/8/19,3/17/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/17/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10524,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8489,5/4/19,4/13/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/13/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8489,,,
